sample,band_window,raman_shift_cm_inverse,raw_intensity,fitted_background,corrected_intensity,fitted_G_height,normalized_corrected_intensity
dark-1,dg,1292.408,276.9656,72.49593590592812,204.46966409407187,334.144647584141,0.6119196149702932
dark-1,dg,1294.336,288.9167,72.42052603125428,216.49617396874572,334.144647584141,0.647911542303636
dark-1,dg,1296.265,296.8228,72.3450770435749,224.47772295642505,334.144647584141,0.6717980508722627
dark-1,dg,1298.193,296.2846,72.26966716890107,224.01493283109895,334.144647584141,0.6704130515054553
dark-1,dg,1300.122,300.3623,72.19421818122169,228.16808181877832,334.144647584141,0.6828422465193709
dark-1,dg,1302.05,321.7297,72.11880830654785,249.61089169345212,334.144647584141,0.7470144845896344
dark-1,dg,1303.979,340.0092,72.04335931886847,267.96584068113157,334.144647584141,0.8019456322838601
dark-1,dg,1305.907,345.0318,71.96794944419463,273.06385055580535,334.144647584141,0.8172025274983497
dark-1,dg,1307.836,343.1748,71.89250045651525,271.2822995434848,334.144647584141,0.8118708514556503
dark-1,dg,1309.764,361.8654,71.81709058184141,290.0483094181586,334.144647584141,0.8680321876025906
dark-1,dg,1311.693,379.8486,71.74164159416203,308.10695840583793,334.144647584141,0.9220765935754021
dark-1,dg,1313.621,395.568,71.66623171948818,323.9017682805118,334.144647584141,0.9693459722378167
dark-1,dg,1315.549,412.4175,71.59082184481434,340.8266781551857,334.144647584141,1.0199974191397516
dark-1,dg,1317.478,408.1077,71.51537285713496,336.5923271428651,334.144647584141,1.0073252095355132
dark-1,dg,1319.406,417.9544,71.43996298246114,346.51443701753885,334.144647584141,1.0370192655271637
dark-1,dg,1321.335,432.5627,71.36451399478175,361.19818600521825,334.144647584141,1.0809635546062872
dark-1,dg,1323.263,451.1949,71.28910412010791,379.90579587989214,334.144647584141,1.1369501161446196
dark-1,dg,1325.192,462.6723,71.21365513242853,391.4586448675715,334.144647584141,1.171524511009856
dark-1,dg,1327.12,458.6677,71.1382452577547,387.5294547422453,334.144647584141,1.1597655612444353
dark-1,dg,1329.049,462.8401,71.06279627007532,391.7773037299247,334.144647584141,1.1724781664541588
dark-1,dg,1330.977,475.7598,70.98738639540147,404.7724136045985,334.144647584141,1.2113688384090386
dark-1,dg,1332.906,469.7433,70.91193740772209,398.83136259227786,334.144647584141,1.1935889605768653
dark-1,dg,1334.834,455.9391,70.83652753304825,385.10257246695176,334.144647584141,1.1525025920697383
dark-1,dg,1336.763,466.5114,70.76107854536889,395.7503214546311,334.144647584141,1.1843682797731396
dark-1,dg,1338.691,457.102,70.68566867069504,386.41633132930497,334.144647584141,1.15643429910695
dark-1,dg,1340.62,449.9276,70.61021968301567,379.3173803169843,334.144647584141,1.1351891555332136
dark-1,dg,1342.548,456.3841,70.53480980834182,385.84929019165816,334.144647584141,1.1547373060778936
dark-1,dg,1344.476,455.818,70.45939993366798,385.358600066332,334.144647584141,1.153268809937453
dark-1,dg,1346.405,420.2352,70.3839509459886,349.8512490540114,334.144647584141,1.0470053959667731
dark-1,dg,1348.333,418.9095,70.30854107131476,348.6009589286852,334.144647584141,1.0432636328280671
dark-1,dg,1350.262,413.9523,70.23309208363538,343.7192079163646,334.144647584141,1.0286539389496359
dark-1,dg,1352.19,393.4104,70.15768220896155,323.25271779103844,334.144647584141,0.9674035485175327
dark-1,dg,1354.119,374.0289,70.08223322128217,303.9466667787178,334.144647584141,0.9096260226708583
dark-1,dg,1356.047,360.5273,70.00682334660833,290.5204766533917,334.144647584141,0.8694452499953204
